facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Gumsuri Primary Health Care Center,08/07/1/1/1/0030,Primary,Public,11.05984,12.80855,Borno,NA
Uba Primary Health Center,08/02/1/1/1/0044,Primary,Public,10.4589969996,13.2138180004,Borno,NA
Ngulde Comprehensive Health Center,08/02/1/1/1/0034,Primary,Public,10.6323430004,12.5458080005,Borno,NA
Shikarkir Primary Health Center,08/06/1/1/1/0021,Primary,Public,10.8027800002,12.7768000004,Borno,NA
Mifa Health Post,08/06/1/1/1/0025,Primary,Public,10.8886899996,12.9037699997,Borno,NA
Gajigana Model Primary Health Care Center,08/20/1/1/1/0008,Primary,Public,12.2498950004,13.1042699999,Borno,NA
Nguwom Primary Health Center,08/19/1/1/1/0022,Primary,Public,11.8844400001,13.3453799998,Borno,NA
Kurbagayi Primary Health Center,08/18/1/1/1/0013,Primary,Public,10.4733740797,11.7770045664,Borno,NA
Abidemi Primary Health Center,29/22/1/1/1/0002,Primary,Public,7.274902344,4.1953125,Osun,NA
Igbara Odo Primary Health Clinic,13/04/1/1/1/0001,Primary,Public,7.50217,5.065215,Ekiti,NA
Water Board Aah Clinic,08/24/1/1/1/0030,Primary,Public,12.68298,13.61403,Borno,NA
Nrc Idps Camp Aah Clinic,08/24/1/1/1/0028,Primary,Public,12.67774,13.62142,Borno,NA
Iho Basic Health Center,16/08/1/1/1/0012,Primary,Public,5.5818558,7.10398666,Imo,NA
Rann Primary Health Center,08/15/1/2/1/0001,Primary,Public,12.2681856,14.4659828,Borno,NA
Gamboru Primary Health Care Center,08/25/1/1/1/0007,Primary,Public,12.37014,14.21058,Borno,NA
Baga Road Primary Health Clinic,08/21/1/1/1/0078,Primary,Public,11.87028,13.12194,Borno,NA
Limankara Health Clinic,08/11/1/1/1/0019,Primary,Public,11.10464,13.81496,Borno,NA
Pulka Primary Health Center,08/11/1/1/1/0030,Primary,Public,10.98756,13.66336,Borno,NA
Ngoshe Primary Health Clinic,08/11/1/1/1/0042,Primary,Public,11.13273873,13.79227709,Borno,NA
Shehu Palace Health Clinic,08/21/1/1/1/0031,Primary,Public,11.8484,13.1609,Borno,NA
Naf Emergency Hospital,08/03/1/2/2/0001,Secondary,Public,11.529405,13.688382,Borno,NA
Zajeri Primary Health Center,08/21/1/1/1/0023,Primary,Public,11.8725,13.12722,Borno,NA
Tampul Primary Health Clinic,08/02/1/1/1/0043,Primary,Public,10.5775450001,13.2230459996,Borno,NA
Kautikari Primary Health Center,08/06/1/3/1/0001,Primary,Public,10.81868,12.9840850003,Borno,NA
Uba B Primary Health Care Center,02/07/1/1/1/0089,Primary,Public,10.45140167,13.21774667,Borno,NA
Maiduguri Federal Neuro Psychiatric Hospital,08/21/1/3/1/0001,Tertiary,Public,11.8572033217,13.1365938582,Borno,NA
Bama Maternity and  Child Health Clinic,08/03/1/1/1/0005,Primary,Public,11.5049000002,13.6719899997,Borno,NA
Abocho Cottage Hospital,22/05/1/1/1/0059,Secondary,Public,7.573120117,6.999084473,Kogi,NA
Boarding Primary School Idp Camp Clinic,08/16/1/1/1/0013,Primary,Public,11.665381,13.396635,Borno,NA
Damboa Primary Health Center,08/07/1/1/1/0009,Primary,Public,11.1613,12.7577,Borno,NA
Adetoyin Venture Hospital,13/01/1/2/2/0005,Secondary,Private,7.63050166667,5.21005,Ekiti,NA
Afaha Ikot Inyang Health Center,03/28/1/1/1/0004,Primary,Public,4.967056667,7.718501667,Akwa Ibom,NA
Muna Koreri Alima Clinic,08/13/1/1/1/0038,Primary,Public,11.866345,13.24527,Borno,NA
Oro Basic Health Center,28/13/1/1/1/0022,Primary,Public,6.89998,4.85358,Ondo,NA
Monguno Support Programme Icrc Family Clinic,08/24/1/1/1/0011,Primary,Public,12.66683,13.61814,Borno,NA
Bisi Odo Ayedun Maternity Clinic,13/11/1/1/2/0004,Primary,Private,7.81667,5.58752,Ekiti,NA
Gamboru Primary Health Center,08/21/1/1/1/0011,Primary,Public,11.84557,13.16676666,Borno,NA
Konduga Primary Health Care Center,08/16/1/1/1/0029,Primary,Public,11.65588379,13.41589355,Borno,NA
Gwange Primary Health Center,08/21/1/1/1/0013,Primary,Public,11.8275,13.1675,Borno,NA
Bama General Hospital,08/03/1/2/1/0046,Secondary,Public,11.530622,13.688927,Borno,NA
Kareram A Health Clinic,08/20/1/1/1/0011,Primary,Public,12.15589,12.80756,Borno,NA
Hirpaya Primary Health Center,08/06/1/1/1/0008,Primary,Public,10.86755833,12.78967833,Borno,NA
Hirku Health Clinic,08/05/1/1/2/0004,Primary,Private,10.62390137,12.18688965,Borno,NA
Jere Police Health Clinic,08/21/1/1/1/0019,Secondary,Public,11.8245529544,13.1261688513,Borno,NA
Askira Primary Health Care Center,08/02/1/1/1/0051,Primary,Public,10.649427,12.9108040005,Borno,NA
Kuburmbula Primary Health Center,08/06/1/1/1/0012,Primary,Public,10.8807300001,12.9206100001,Borno,NA
Gajibo Primary Health Care Center,08/08/1/1/1/0008,Primary,Public,12.1124700001,13.9885999998,Borno,NA
Biu Town Health Post,08/05/1/1/1/0006,Primary,Public,10.6113030001,12.1959449998,Borno,NA
Pompomari Primary Health Care Center,08/16/1/1/1/0044,Primary,Public,11.836486816,13.065917969,Borno,NA
Duzuwa Health Post,08/05/1/1/1/0013,Primary,Public,10.8861379998,11.7657590005,Borno,NA
Panana Health Post,08/05/1/1/1/0031,Primary,Public,10.9181189996,11.7692069998,Borno,NA
Irele Primary Health Clinic,13/11/1/1/1/0010,Primary,Public,8.00794,5.60872,Ekiti,NA
Sauki Health Clinic,08/05/1/1/2/0009,Primary,Private,10.61746,12.17441,Borno,NA
Ngamdu Model Primary Health Care Center,08/14/1/1/1/0010,Primary,Public,11.7603199998,12.2623799999,Borno,NA
Shaffa Primary Health Center,08/12/1/1/1/0029,Primary,Public,10.51261,12.3276100002,Borno,NA
Pelambirin Health Post,08/12/1/1/1/0026,Primary,Public,10.4063229998,12.3703030002,Borno,NA
Damasak General Hospital,08/11/1/2/1/0005,Secondary,Public,13.0944100002,12.5050699998,Borno,NA
Damboa Town Health Clinic,08/07/1/1/1/0061,Primary,Public,11.1600109999,12.7539669999,Borno,NA
Diggiri Health Post,05/05/1/1/1/0011,Primary,Public,11.219787,10.526103,Bauchi,NA
Mbulabam Health Post,08/06/1/1/1/0027,Primary,Public,10.8419299998,12.9123799996,Borno,NA
Kwatam Medical Clinic,08/21/1/1/2/0008,Secondary,Private,11.8632779997,13.1340260002,Borno,NA
City Medical Center,08/21/1/1/2/0004,Secondary,Private,11.8555040005,13.1518740003,Borno,NA
Ute Basic Health Center,28/17/1/1/1/0019,Primary,Public,6.851501465,5.604492187,Ondo,NA
Walafa Health Post,08/02/1/1/1/0048,Primary,Public,10.7773579999,13.3099039997,Borno,NA
Mallam Fatori Primary Health Center,08/01/1/1/1/0020,Primary,Public,13.6644699996,13.3418300003,Borno,NA
Konduga General Hospital,08/16/1/2/1/0001,Secondary,Public,11.6571899997,13.4064400002,Borno,NA
Kawuri Maternity and  Child Health Clinic,08/16/1/1/1/0026,Primary,Public,11.5760899996,13.5331900004,Borno,NA
Mafa General Hospital,08/19/1/2/1/0001,Secondary,Public,11.9199300002,13.5964400003,Borno,NA
Baga Health Clinic,08/17/1/1/1/0003,Primary,Public,13.0946100004,13.8212600001,Borno,NA
New Marte Maternity and  Child Health Clinic,08/22/1/1/1/0015,Primary,Public,12.2453500003,13.8649399998,Borno,NA
Kirawa Primary Health Clinic,08/11/1/1/1/0041,Primary,Public,11.1904599996,13.9100800004,Borno,NA
Gwallam Health Post,08/12/1/1/1/0006,Primary,Public,10.4665859998,12.3397610005,Borno,NA
Monguno Town Health Post,08/24/1/1/1/0019,Primary,Public,12.6712699997,13.6167900002,Borno,NA
Wuyo Primary Health Care Center,08/04/1/1/1/0026,Primary,Public,10.3837720005,11.695865,Borno,NA
Mirnga Primary Health Clinic,08/05/1/1/1/0029,Primary,Public,10.72601,12.14567,Borno,NA
Rumirgo Federal Model Health Center,08/02/1/1/1/0026,Primary,Public,10.5897230004,13.0422859998,Borno,NA
Muffa Primary Health Clinic,08/02/1/1/1/0027,Primary,Public,10.4562479997,13.2021960005,Borno,NA
Doro Primary Health Center,08/17/1/1/1/0010,Primary,Public,13.1164300002,13.8609800001,Borno,NA
Imoru Basic Health Center,28/17/1/1/1/0011,Primary,Public,6.872924804,5.753112793,Ondo,NA
Wulgo Health Clinic,08/25/1/1/1/0041,Primary,Public,12.47591,14.17432,Borno,NA
Old Gubio Clinic,08/09/1/1/1/0012,Primary,Public,12.5017119995,12.7851140001,Borno,NA
Banki Bulabulin Lawanti Primary Health Clinic,08/03/1/1/1/0049,Primary,Public,11.2489100003,14.150777,Borno,NA
Jiddari Polo Primary Health Center,08/13/1/1/1/0017,Primary,Public,11.794494,13.1459250002,Borno,NA
Gongulong Primary Health Clinic,08/13/1/1/1/0015,Primary,Public,11.9197900001,13.18684,Borno,NA
Gajiram Maternity and Child Health Centre,08/26/1/1/1/0009,Primary,Public,12.4934599999,13.2141899996,Borno,NA
Walama Primary Health Care Center,08/27/1/1/1/0040,Primary,Public,10.2838729996,11.9627560003,Borno,NA
Mairi Primary Health Clinic,08/13/1/1/1/0022,Primary,Public,11.8111800003,13.18832,Borno,NA
Hussara Health Post,02/07/1/1/1/0045,Primary,Public,10.483886719,13.235900879,Borno,NA
Kuma Health Post,08/02/1/1/1/0054,Primary,Public,10.41587624,13.19606878,Borno,NA
Dikwa Primary Health Care Center,08/08/1/1/1/0031,Primary,Public,12.0336491385,13.9251795201,Borno,NA
28 Housing Unit Health Clinic,08/16/1/1/1/0003,Primary,Public,11.6452099996,13.4247699997,Borno,NA
Likama Primary Health Clinic,08/06/1/1/1/0014,Primary,Public,10.871395,12.84376667,Borno,NA
Karani Health Clinic,33/01/1/1/1/0019,Primary,Public,13.135243,4.55677600032,Sokoto,NA
Kwaya Kusar Primary Health Center,08/18/1/1/1/0015,Primary,Public,10.4991399999,11.8359500002,Borno,NA
Maiduguri University Teaching Hospital,08/27/1/3/1/0001,Tertiary,Public,11.8263789997,13.1803229996,Borno,NA
Damasak Maternity and Child Health Centre,08/23/1/1/1/0011,Primary,Public,13.1053199997,12.5057500003,Borno,NA
Ejule (Ofu) Primary Health Center,22/14/1/1/1/0014,Primary,Public,7.366673333,7.099893333,Kogi,NA
Farec Clinic,22/12/1/2/1/0006,Secondary,Public,7.802936667,6.731006667,Kogi,NA
Kabawa Primary Health Center,22/12/1/1/1/0024,Primary,Public,7.822268333,6.747116667,Kogi,NA
Okenya Primary Health Care,22/08/1/1/1/0062,Primary,Public,7.143883333,6.792465,Kogi,NA
Karara Otube Primary Health Center,22/12/1/1/1/0025,Primary,Public,7.941426667,6.755968333,Kogi,NA
Odoma Clinic and Maternity,22/08/1/1/2/0001,Primary,Private,7.13086,6.769446667,Kogi,NA
Inata Primary Health Care,22/16/1/1/1/0019,Primary,Public,7.58812400998,6.16992191515,Kogi,NA
Ihiame Primary Health Care,22/08/1/1/1/0088,Primary,Public,7.20628,7.09819,Kogi,NA
Otutu Health Post,22/17/1/1/1/0028,Primary,Public,7.54817940138,6.2428192962,Kogi,NA
Agala Primary Health Center,22/18/1/1/1/0055,Primary,Public,7.187435,7.554658333,Kogi,NA
Adum Primary Health Center,07/15/1/1/1/0007,Primary,Public,7.16301913138,7.6512797755,Kogi,NA
Asa Umuakwa Primary Health Center,01/12/1/1/1/0011,Primary,Public,5.012195,7.3249133,Abia,NA
Umuagara Primary Health Center,01/12/1/1/1/0034,Primary,Public,4.997365,7.321581667,Abia,NA
Ihie Ukwu Primary Health Care Center,01/12/1/1/1/0021,Primary,Public,5.0072833,7.3092183,Abia,NA
Sagamu Community Centre,27/18/1/1/1/0017,Primary,Public,6.841305,3.646216667,Ogun,NA
Ebia Oshiri Primary Health Center,11/13/1/1/1/0011,Primary,Public,6.132526667,7.884983333,Ebonyi,NA
Isiala Ihie Primary Health Center,01/12/1/1/1/0022,Primary,Public,5.02345,7.316343333,Abia,NA
Abudu General Hospital,12/13/1/2/1/0001,Secondary,Public,6.29418,6.02039,Edo,NA
Damfami Primary Health Center,36/03/1/1/1/0029,Primary,Public,12.60696,6.85025,Zamfara,NA
Ayotola Hospital Specialist,27/18/1/1/1/0017,Primary,Private,6.843026667,3.640313333,Ogun,NA
Gidan Dangwari Health Post,36/05/1/1/1/0018,Primary,Public,12.34008789,6.665527344,Zamfara,NA
Aigbogun Clinic and Maternity,12/13/1/1/2/0001,Primary,Private,6.28973,6.02669,Edo,NA
El Bethel Medical Center,27/18/1/1/1/0008,Primary,Public,6.83462,3.64098,Ogun,NA
Gbekelolu Medical Center,27/18/1/1/1/0017,Primary,Private,6.845356667,3.63071,Ogun,NA
Alawaye Health Post,13/02/1/1/1/0017,Primary,Public,7.748291016,4.969116211,Ekiti,NA
New Bethel Hospital,16/22/1/2/2/0006,Secondary,Private,5.840881348,6.99029541,Imo,NA
Abudu Primary Health Center,12/13/1/1/1/0035,Primary,Public,6.2945334654,6.03165057823,Edo,NA
Oheze Naka Primary Health Center,12/13/1/1/1/0022,Primary,Public,6.2031534574,6.02105975907,Edo,NA
Evbobanosa Primary Health Center,12/13/1/1/1/0014,Primary,Public,6.292907714,5.983276367,Edo,NA
Assah Ubilerem Health Post,16/22/1/1/1/0013,Primary,Public,5.858093262,6.993713379,Imo,NA
Tunmise Hospital Maternity,27/18/1/1/1/0017,Primary,Private,6.848327637,3.647277832,Ogun,NA
Unique Specialist Clinic,27/18/1/1/2/0011,Primary,Private,6.82914,3.64757,Ogun,NA
Imperial Hospital Specialist,27/18/1/1/1/0017,Primary,Private,6.849487305,3.643676758,Ogun,NA
Unguwar Galadima Health Clinic,36/10/1/1/1/0051,Primary,Public,11.4186219996,6.53640800038,Zamfara,NA
Shirgi Health Post,36/05/1/1/1/0063,Primary,Public,12.3197419999,6.60787099994,Zamfara,NA
Gegeta Health Post,36/08/1/1/1/0018,Primary,Public,12.63445333,6.65609,Zamfara,NA
Royal Cottage Hospital,27/18/1/2/2/0011,Secondary,Private,6.832092285,3.645324707,Ogun,NA
Meditop Hospital Specialist,27/18/1/1/1/0017,Primary,Private,6.84415,3.63476,Ogun,NA
Owokoniran Memorial Clinic,27/18/1/2/1/0003,Secondary,Public,6.85208,3.63036,Ogun,NA
Bodmanns Hospital Specialist,27/11/1/2/2/0002,Primary,Private,6.87138,3.70098,Ogun,NA
Messiah Maternity Clinic,01/12/1/1/2/0010,Primary,Private,5.02738,7.31821,Abia,NA
Divine Hospital,27/18/1/2/2/0004,Secondary,Private,6.8281,3.64353,Ogun,NA
Aladura Health Post,13/02/1/1/1/0015,Primary,Public,7.77527333333,4.94464666667,Ekiti,NA
Itaido Primary Health Clinic,13/02/1/1/1/0010,Primary,Public,7.73169,4.95747166667,Ekiti,NA
Alajo Primary Health Clinic,13/02/1/1/1/0004,Primary,Public,7.69758833333,4.92485666667,Ekiti,NA
Umuoka Model Primary Health Center,16/22/1/1/1/0001,Primary,Public,5.85181,6.99242,Imo,NA
Nwanyinma Health Clinic,16/22/1/1/1/0028,Primary,Public,5.83915564822,6.98600374015,Imo,NA
Surulere Primary Health Clinic,13/02/1/1/1/0001,Primary,Public,7.72910015841,4.95194635201,Ekiti,NA
Danko Primary Health Care Center,21/09/1/1/1/0007,Primary,Public,11.603098,5.17777700026,Kebbi,NA
Chidawa Health Post,21/10/1/1/1/0013,Primary,Public,11.4112379996,4.85171699972,Kebbi,NA
Dabai Health Post,21/21/1/1/1/0008,Primary,Public,11.4806849998,5.20292700035,Kebbi,NA
Zuru Martha Bamaiyi General Hospital,21/21/1/2/1/0001,Secondary,Public,11.4189209998,5.23798900017,Kebbi,NA
Gubba Health Post,21/15/1/1/1/0010,Primary,Public,11.92791748,4.430114746,Kebbi,NA
Renasance Ic Specialist Hospital,27/18/1/2/2/0010,Secondary,Private,6.853823333,3.649305,Ogun,NA
Life Health Care Clinic,24/11/1/1/2/0020,Primary,Private,6.59825,3.34985,Lagos,NA
Soyindo Health Clinic,27/18/1/1/1/0016,Primary,Public,6.854125976,3.646911621,Ogun,NA
Simawa Health Center,27/18/1/1/1/0015,Primary,Public,6.77392,3.50183,Ogun,NA
Ago Ogunrinde Mdg Primary Health Center,29/23/1/1/1/0003,Primary,Public,7.642765,4.182771667,Osun,NA
Abbott Health Clinic,08/05/1/1/2/0001,Primary,Private,10.6218300002,12.1885399997,Borno,NA
Garba Buzu Idp Camp Health Clinic,08/21/1/1/1/0061,Primary,Public,11.791412,13.120817,Borno,NA
Gajiram Support Programme Family Clinic,08/26/1/1/1/0003,Primary,Public,12.4879931589,13.2124568922,Borno,NA
Gwaskara Primary Health Care Center,08/27/1/1/1/0011,Primary,Public,10.27690801,12.14101785,Borno,NA
Kauthama Primary Health Clinic,08/06/1/1/1/0021,Primary,Public,10.7414679995,12.7944410004,Borno,NA
Gwoza General Hospital,08/11/1/2/1/0002,Secondary,Public,11.16636,13.42484,Borno,NA
Izge Primary Health Care Clinic,08/11/1/1/1/0014,Primary,Public,10.9830699997,13.3018300002,Borno,NA
Dikwa Maternity and  Child Health Clinic,08/08/1/1/1/0006,Primary,Public,12.0336799995,13.9205699996,Borno,NA
Mbalala Primary Health Center,08/06/1/1/1/0015,Primary,Public,10.7793570003,12.8749230001,Borno,NA
Maiduguri State Hospital Specialist,08/21/1/1/1/0024,Secondary,Public,11.8402454096,13.1498706232,Borno,NA
Unimaid Medical Center,08/13/1/1/2/0007,Secondary,Public,11.8040000005,13.1975100003,Borno,NA
Bolori Primary Health Center,08/21/1/1/1/0006,Primary,Public,11.857786,13.1232779999,Borno,NA
Njimtilo Primary Health Care Center,08/16/1/1/1/0042,Primary,Public,11.84867,13.01745,Borno,NA
Eyn Wandali Primary Health Center,08/18/1/1/2/0005,Primary,Private,10.5688500002,11.9550000001,Borno,NA
Kanem Hospital,08/21/1/2/2/0006,Secondary,Private,11.8531999999,13.1476000004,Borno,NA
Jaragol Primary Health Care Center,08/04/1/1/1/0016,Primary,Public,10.22533669,11.62414008,Borno,NA
Burashika Primary Health Clinic,08/27/1/1/1/0042,Primary,Public,10.1413329998,11.9212070001,Borno,NA
Sangwa Health Post,08/27/1/1/1/0044,Primary,Public,10.3287190001,12.209519,Borno,NA
Bulabulin Health Clinic,08/21/1/1/1/0024,Primary,Public,11.8348310004,13.1575550001,Borno,NA
Banki Idps Camp Clinic,08/03/1/1/1/0007,Primary,Public,11.25611656,14.15264527,Borno,NA
Sunni Hospital,08/21/1/2/2/0008,Secondary,Private,11.85889,13.15556,Borno,NA
Yimirmugza Health Post,08/06/1/1/1/0022,Primary,Public,10.78183,12.98767,Borno,NA
Fariya Idp Camp Clinic,08/13/1/1/1/0036,Primary,Public,11.86742,13.18143167,Borno,NA
Mbalala Eyn Primary Health Clinic,08/06/1/1/2/0003,Primary,Private,10.7688770001,12.8793270001,Borno,NA
777 Housing Estate Primary Health Care Center,08/16/1/1/1/0005,Primary,Public,11.8392249783,13.0607750217,Borno,NA
Aqualibra Maternity Home,24/10/1/1/2/0003,Primary,Private,6.66804,3.32079,Lagos,NA
20 Housing Idps Clinic,08/11/1/1/1/0033,Primary,Public,11.0726731641,13.6863784608,Borno,NA
Aharu Health Post,14/10/1/1/2/0006,Primary,Public,6.736083984,7.596130371,Enugu,NA
Jakana Model Primary Health Care Center,08/16/1/1/1/0022,Primary,Public,11.841431,12.772753,Borno,NA
Muna Idp Camp (A) Clinic,08/13/1/1/1/0035,Primary,Public,11.871403,13.25002,Borno,NA
Ajebadmidele Health Post,13/05/1/1/1/0012,Primary,Public,7.70234166667,5.07381,Ekiti,NA
Zadawa Primary Health Care Center,08/02/1/1/1/0051,Primary,Public,10.64694,12.89444,Borno,NA
Ajifat Hospital,24/02/1/2/2/0004,Secondary,Private,6.464711667,3.338183333,Lagos,NA
Babadidi Health Clinic,08/18/1/1/2/0001,Primary,Private,10.50777167,11.84665833,Borno,NA
Herwa Peace Health Clinic,08/21/1/1/1/0014,Primary,Public,11.86056,13.14111,Borno,NA
Gunda Primary Health Care Center,08/05/1/1/1/0016,Primary,Public,10.78622333,11.8504,Borno,NA
Bulabulin Ngrannam Primary Health Center,08/21/1/1/1/0052,Primary,Public,11.87972,13.1475,Borno,NA
Magumeri General Hospital,08/20/1/2/1/0001,Secondary,Public,12.11996467,12.82254139,Borno,NA
Shani Primary Health Care Center,08/27/1/1/1/0042,Primary,Public,10.217833,12.064585,Borno,NA
Fori Health Clinic,08/13/1/1/1/0013,Primary,Public,11.79969598,13.17769013,Borno,NA
Fatima Ali Sheriff Primary Health Clinic,08/21/1/1/1/0009,Primary,Public,11.82787,13.10133,Borno,NA
Lajada Primary Health Care Center,08/27/1/1/1/0048,Primary,Public,10.28268333,12.15707833,Borno,NA
Nakowa Hospital Specialist,08/21/1/2/2/0007,Secondary,Private,11.82147217,13.16168213,Borno,NA
Yimirshika Primary Health Care,08/12/1/1/1/0035,Primary,Public,10.52611,12.24083,Borno,NA
Labilis Primary Health Care Center,08/27/1/1/1/0030,Primary,Public,10.21831,11.88445,Borno,NA
Magumeri Maternity and  Child Health Clinic,08/20/1/1/1/0015,Primary,Public,12.1131,12.8274,Borno,NA
Hussara Primary Health Center,08/02/1/1/1/0014,Primary,Public,10.49861,13.23694,Borno,NA
Zara Primary Health Care Center,08/04/1/1/1/0028,Primary,Public,10.66552406,11.77607379,Borno,NA
Laro Primary Health Clinic,08/04/1/1/1/0021,Primary,Public,10.33448333,11.8016,Borno,NA
Mbulatawiwi Primary Health Center,08/12/1/1/1/0023,Primary,Public,10.43507,12.10305,Borno,NA
Rahama Maternity Clinic,08/13/1/1/1/0029,Primary,Private,11.82947,13.09231,Borno,NA
Bama Skin Clinic,08/03/1/1/1/0008,Primary,Public,11.52612305,13.68847656,Borno,NA
Phara Ecwa Church Primary Health Clinic,08/27/1/1/2/0045,Primary,Private,10.17468262,11.80847168,Borno,NA
Kachalla Burari Primary Health Care Center,08/07/1/1/1/0044,Primary,Public,11.13177333,12.75431667,Borno,NA
Maina Baba Health Post,08/04/1/1/1/0023,Primary,Public,10.34076,11.5805,Borno,NA
Gamboru Male Health Clinic,08/21/1/1/1/0024,Primary,Public,11.85083,13.16833,Borno,NA
Ngabu Health Post,08/08/1/1/1/0018,Primary,Public,10.1543,12.0279,Borno,NA
Biu General Hospital,08/05/1/2/1/0001,Secondary,Public,10.6031119995,12.203666,Borno,NA
Giwi Primary Health Clinic,08/02/1/1/1/0012,Primary,Public,10.5089079995,13.1055049998,Borno,NA
Gaidam Health Post,08/04/1/1/1/0010,Primary,Public,10.4504499998,11.7527999997,Borno,NA
Garubula Sabo Primary Health Care Center,08/05/1/1/1/0014,Primary,Public,10.7754139996,12.0207559997,Borno,NA
Ngohi Primary Health Center,08/02/1/1/1/0033,Primary,Public,10.6713599999,12.6899480004,Borno,NA
Royal Hospital Specialist,08/13/1/2/2/0001,Secondary,Private,11.7913269999,13.1714309996,Borno,NA
Dalori Health Clinic,08/13/1/1/1/0008,Primary,Public,11.7767489999,13.2176029999,Borno,NA
Lassa General Hospital,08/02/1/2/1/0002,Secondary,Public,10.6802769999,13.2673949998,Borno,NA
Kilarangal Primary Health Clinic,08/02/1/1/1/0017,Primary,Public,10.7052809999,12.7641539998,Borno,NA
Hoyo Health Clinic,08/20/1/1/1/0009,Primary,Public,11.99904,12.9517400003,Borno,NA
Buratai Primary Health Care Center,08/05/1/1/1/0009,Primary,Public,10.9049099996,12.0848800003,Borno,NA
Yawi Primary Health Center,08/05/1/1/1/0034,Primary,Public,10.5962809999,12.2174780004,Borno,NA
Grambal Health Clinic,08/02/1/1/1/0011,Primary,Public,10.6876339999,12.5751330004,Borno,NA
Leho A Health Post,08/02/1/1/1/0024,Primary,Public,10.7040100001,12.8460999995,Borno,NA
Yimir Ali Health Clinic,08/02/1/1/1/0051,Primary,Public,10.6117210004,12.9947989996,Borno,NA
Dille Primary Health Center,08/02/1/1/1/0008,Primary,Public,10.74811,13.2180100002,Borno,NA
Gamadadi Primary Health Care Center,08/04/1/1/1/0011,Primary,Public,10.3215890002,11.5547350001,Borno,NA
Tum Primary Health Center,08/05/1/1/1/0033,Primary,Public,10.60534,12.1088299996,Borno,NA
Mainok Primary Health Care Center,08/14/1/1/1/0014,Primary,Public,11.82987,12.63188,Borno,NA
Gubio Maternity and Child Health Centre,08/09/1/2/1/0002,Primary,Public,12.4916799997,12.7844299996,Borno,NA
Gatamarwa Primary Health Center,08/06/1/1/1/0006,Primary,Public,10.7037209999,12.9818899998,Borno,NA
Wamdeo Primary Health Center,08/02/1/1/1/0047,Primary,Public,10.5212999999,13.1366099999,Borno,NA
Abbaganaram Primary Health Center,08/21/1/1/1/0040,Primary,Public,11.8578880001,13.1569779997,Borno,NA
Chata Primary Health Care,08/12/1/1/1/0001,Primary,Public,10.3503399998,12.0232800005,Borno,NA
Gubio General Hospital,08/09/1/2/1/0001,Secondary,Public,12.5000200004,12.7738800005,Borno,NA
Briyel General Hospital,08/04/1/2/1/0001,Secondary,Public,10.3370119997,11.5926829999,Borno,NA
Briyel Maternity and Child Health Centre,08/04/1/1/1/0004,Primary,Public,10.3469600005,11.6099609996,Borno,NA
Juggal Primary Health Center,08/18/1/1/1/0009,Primary,Public,10.5123399998,11.7214500004,Borno,NA
Sakdiya Primary Health Clinic,08/07/1/1/1/0038,Primary,Public,10.4334820003,11.7705819998,Borno,NA
Kukwal Health Post,08/04/1/1/1/0019,Primary,Public,10.6483240002,11.7764769998,Borno,NA
Chibra Primary Health Clinic,08/04/1/1/1/0041,Primary,Public,10.3750849996,11.8102629997,Borno,NA
Kubuku Primary Health Center,08/18/1/1/1/0012,Primary,Public,10.4248330004,11.9290840005,Borno,NA
Savira Health Post,08/18/1/1/1/0020,Primary,Public,10.5275200002,11.9369399998,Borno,NA
Jeki Health Post,08/27/1/1/1/0013,Primary,Public,10.0715300003,12.0029999997,Borno,NA
Fikka Health Clinic,08/18/1/1/1/0004,Primary,Public,10.4323050005,12.0110100001,Borno,NA
Marama General Hospital,08/12/1/2/1/0002,Secondary,Public,10.4547499997,12.1620599997,Borno,NA
Mandafumma Health Post,08/05/1/1/1/0025,Primary,Public,10.7120329995,12.2510300002,Borno,NA
Azare General Hospital,08/02/1/2/1/0006,Secondary,Public,10.5260790002,12.297802,Borno,NA
Tamsukawu Health Clinic,08/14/1/1/1/0021,Primary,Public,11.7743480003,12.3469600004,Borno,NA
Liya Health Post,08/05/1/1/1/0022,Primary,Public,10.7017499995,12.3883899995,Borno,NA
Gang Shaffa Health Post,08/12/1/1/1/0003,Primary,Public,10.5602940004,12.4021489999,Borno,NA
Kwajaffa Primary Health Care,08/12/1/1/1/0018,Primary,Public,10.4671040001,12.4173470002,Borno,NA
Kimba Health Post,08/05/1/1/1/0020,Primary,Public,10.8231900001,12.4188600002,Borno,NA
Benishiekh General Hospital,08/14/1/2/1/0001,Secondary,Public,11.8099240005,12.5062689996,Borno,NA
Kauji Health Clinic,08/07/1/1/1/0020,Primary,Public,11.0360199997,12.7041600001,Borno,NA
Bwalangyang Primary Health Clinic,08/06/1/1/1/0002,Primary,Public,10.8757099997,12.7818799999,Borno,NA
Kallah Health Clinic,08/07/1/1/1/0019,Primary,Public,11.1755480005,12.7866250001,Borno,NA
Askira General Hospital,08/02/1/2/1/0001,Secondary,Public,10.6566399999,12.9078999995,Borno,NA
Malakyaririprimary Health Center,08/19/1/1/1/0013,Primary,Public,11.8531499999,13.2182600004,Borno,NA
Kayamla Health Clinic,08/16/1/1/1/0027,Primary,Public,11.6892839995,13.2205429999,Borno,NA
Malari Primary Health Care Center,08/16/1/1/1/0034,Primary,Public,11.6948500003,13.3451499996,Borno,NA
